629257362,Track: People Behind the Plans: Dan Parolek by APA_Planning,/apa_planning/people-behind-the-plans-dan-parolek,"<p>The idea of increasing density in a neighborhood is frequently an off-putting concept for residents, but Dan Parolek has a solution: the ""missing middle."" He coined the term in 2010 to identify a range of housing types that provide more dwelling units than a single-family home but fewer than a midrise apartment building. These missing middle housing types—duplexes, fourplexes, cottage courts, and more—increase density while still keeping with the scale and character of a neighborhood. His firm, Opticos Design, helps communities implement form-based coding to allow for these structures.</p><p>Dan shares the firm's ideas and work with host Courtney Kashima, AICP, including a project in South Bend, Indiana, that tackles the issue of one neighborhood's 500 vacant lots and how to build on them. He stresses the need for a foundation of physical design within planning—without turning planners into designers. Courtney and Dan also explore his career path: He started as an architect but quickly realized he wanted to earn a graduate degree in urban design. After being told by several firms that he needed to choose one discipline or the other, he founded Opticos—a creative maneuver that allowed him the freedom to work on his dual passions.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fmissingmiddlehousing.com%2F&amp;token=139049-1-1559851749964"" rel=""nofollow"" target=""_blank"" title=""https://missingmiddlehousing.com/"">missingmiddlehousing.com/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fopticosdesign.com%2F&amp;token=86ba21-1-1559851749964"" rel=""nofollow"" target=""_blank"" title=""https://opticosdesign.com/"">opticosdesign.com/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fcareercenter%2Fpodcast%2F&amp;token=e32ab9-1-1559851749964"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/careercenter/podcast/"">www.planning.org/careercenter/podcast/</a></p>"
613414581,Track: People Behind the Plans: John Rahaim by APA_Planning,/apa_planning/people-behind-the-plans-john-rahaim,"<p>During NPC19 in San Francisco, host Courtney Kashima, AICP, sat down with John Rahaim, the city and county's planning director. On the table during their conversation are issues the city's grappling with now, from the housing crisis and homelessness to design review and short-term rentals. John divulges the route he took to his current position — he grew up in Detroit, got plugged in to planning in Pittsburgh, and eventually made a move to the West Coast. The two unpack the phenomenon of highly visible planning leaders, the growing pains San Francisco experienced in dealing with Airbnb, and the importance of the Citywide LGBTQ+ Cultural Heritage Strategy. Through concrete examples of actions the department has taken in its work, John underscores the need for planners to experiment with the programs and policies they develop.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fcareercenter%2Fpodcast%2F&amp;token=f32ace-1-1559851751807"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/careercenter/podcast/"">www.planning.org/careercenter/podcast/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fsfplanning.org%2F&amp;token=d0a222-1-1559851751807"" rel=""nofollow"" target=""_blank"" title=""https://sfplanning.org/"">sfplanning.org/</a></p>"
598037661,"Track: People Behind the Plans: Jana Lynott, AICP by APA_Planning",/apa_planning/people-behind-the-plans-jana-lynott-aicp,"<p>How livable is your community? The AARP Livability Index sets out to tell residents just that, based on ratings in several categories: housing, neighborhood, transportation, environment, health, engagement, and opportunity. First launched in 2015, it was comprehensively updated in 2018. As senior strategic policy advisor with AARP Public Policy Institute’s Livable Communities team, Jana Lynott, AICP, was responsible for its development. She and host Courtney Kashima, AICP, talk about how the index is being used as a tool, but they also delve in to other areas of Jana's work, such as mobility as a service (MaaS), or universal mobility as a service. Most of the focus in transportation planning has been on how we move around cars, but universal mobility as a service looks at how we can best move around people. The two also discuss the language we use to talk about aging and why planners need to think about how the built environment affects people of all abilities.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fcareercenter%2Fpodcast%2F&amp;token=732a98-1-1559851753923"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/careercenter/podcast/"">www.planning.org/careercenter/podcast/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Flivabilityindex.aarp.org%2F&amp;token=341160-1-1559851753923"" rel=""nofollow"" target=""_blank"" title=""https://livabilityindex.aarp.org/"">livabilityindex.aarp.org/</a></p>"
592614555,Track: People Behind the Plans: Sadhu Johnston by APA_Planning,/apa_planning/people-behind-the-plans-sadhu-johnston,"<p>The City of Vancouver, British Columbia, has a lot to brag about. City manager Sadhu Johnston knows that many of its successes are due to smart, collaborative planning, such as the work the city did to get car trips to the current rate of 45 percent of all trips, down from 90 percent in the 1970s. There’s the Greenest City 2020 Action Plan, which Sadhu helped implement when he started in Vancouver; the plan seeks to set Vancouver apart as a global leader in sustainability efforts. It aims to reduce carbon emissions, add green jobs, and reverse urban tree canopy loss, among many other items.</p><p>But the city is also grappling with serious issues, such as the housing and opioid crises. Sadhu tells host Courtney Kashima, AICP, that the current average home price in Vancouver stands at $1.5 million. But the city council is taking action. Among the ground-breaking solutions they've implemented to stem the tide of rising housing costs are building modular housing — which take only three months to erect — and implementing an empty homes tax.</p><p>Courtney and Sadhu also discuss his time in Chicago, where he worked on the Chicago Climate Action Plan and helmed the Department of Environment, and before that, his time in Cleveland, where he worked with the Cleveland Green Building Coalition.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fcareercenter%2Fpodcast%2F&amp;token=332a9b-1-1559851756304"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/careercenter/podcast/"">www.planning.org/careercenter/podcast/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fvancouver.ca%2F&amp;token=d8488c-1-1559851756304"" rel=""nofollow"" target=""_blank"" title=""https://vancouver.ca/"">vancouver.ca/</a></p>"
586592196,"Track: Resilience Roundtable: Episode 4, featuring Pete Parkinson, AICP by APA_Planning",/apa_planning/resilience-roundtable-pete-parkinson-aicp,"<p>Pete Parkinson’s planning career has spanned not only decades but also various California counties. As a result, he’s familiar with a wide range of hazards. In the fourth episode of the APA Podcast series Resilience Roundtable, he and host Rich Roths, AICP, discuss many of them, including earthquakes, floods, landslides, and wildfires.</p><p>Pete unfortunately has a very personal experience dealing with the latter, as he and his family lost their home in October 2017 when multiple fires tore through Sonoma County, as well as Lake, Napa, Mendocino, and Solano counties. His story focuses on the Tubbs Fire, which began in Calistoga but spread into Santa Rosa, even jumping Highway 101 in the process. It destroyed the Coffey Park neighborhood and ultimately the Santa Rosa mobile home park where Pete's mother-in-law lived. (The Tubbs Fire is now the second-most destructive fire in California history after the November 2018 Camp Fire, which caused 85 deaths and destroyed 18,804 structures in Butte County.) Pete is now working as a consultant on the new multifamily development at the site of the former mobile home park. The veteran planner ends his heartrending account by sharing the life-saving lessons he learned during and after the experience.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fpodcast%2F&amp;token=2a2dfb-1-1559851759282"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/podcast/"">www.planning.org/podcast/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fresilience%2F&amp;token=7ade57-1-1559851759282"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/resilience/"">www.planning.org/resilience/</a> | <a href=""https://gate.sc?url=http%3A%2F%2Fwww.fire.ca.gov%2F&amp;token=5cfb52-1-1559851759282"" rel=""nofollow"" target=""_blank"" title=""http://www.fire.ca.gov/"">www.fire.ca.gov/</a></p>"
579799395,"Track: People Behind the Plans: Trevor Dick, AICP by APA_Planning",/apa_planning/people-behind-the-plans-trevor-dick-aicp,"<p>Trevor Dick, AICP, hates dry planning events. That means whenever he's involved in a National Planning Conference session — like the always popular Fast, Funny, and Passionate series — or an APA Illinois Chapter conference event, he makes things fun by using some ... unexpected tactics. Trevor and host Courtney Kashima, AICP, bring the same lively spirit to this episode of People Behind the Plans. Not only does Trevor divulge some of his off-the-wall presentation antics, he also reveals his favorite planning references in pop culture and regales Courtney with stories of public meetings gone awry.</p><p>The two switch gears to discuss the exciting developments underway in Aurora, Illinois, where Trevor is Director of Development Strategy and Facilitation. Currently one of the city's big projects is revitalizing the Fox Valley Mall, which sits squarely within the Route 59 commercial corridor, the second biggest retail hub in the state after Chicago's Michigan Avenue. Trevor also talks about the city's plan to create a downtown International Marketplace District and how it will stand as an inclusive space for all residents. He goes on to praise the diversity of the city's workforce, as well as his staff's efforts to ensure that every resident's voice is heard as they work to make positive change in the city.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.aurora-il.org%2F&amp;token=32f3ec-1-1559851760720"" rel=""nofollow"" target=""_blank"" title=""https://www.aurora-il.org/"">www.aurora-il.org/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fplanning.org%2Fcareercenter%2Fpodcast%2F&amp;token=fdec07-1-1559851760720"" rel=""nofollow"" target=""_blank"" title=""https://planning.org/careercenter/podcast/"">planning.org/careercenter/podcast/</a> | <a href=""https://gate.sc?url=https%3A%2F%2Fplanning.org%2Fconference%2F&amp;token=85bbcd-1-1559851760720"" rel=""nofollow"" target=""_blank"" title=""https://planning.org/conference/"">planning.org/conference/</a></p>"
531045495,Track: Plan4Health: East Highlands Health District in Connecticut by APA_Planning,/apa_planning/plan4health-east-highlands,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d1f16d-1-1559851762453"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045486,Track: Plan4Health: Encouraging Healthy Lifestyles in Boise by APA_Planning,/apa_planning/plan4health-encouraging,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d4b96d-1-1559851764407"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045477,"Track: Plan4Health: Helena, Montana by APA_Planning",/apa_planning/plan4health-helena-montana,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d5016d-1-1559851766066"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045456,Track: Plan4Health: Live Well Kingston (New York) by APA_Planning,/apa_planning/plan4health-live-well-kingston,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d4056d-1-1559851767884"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
